user_id,email_hash,registration_date,country_code,age_group,account_tier,kyc_status,account_status,last_login_date,total_deposits,total_withdrawals,current_balance,is_copy_trader,referral_code
USR_9247F010,email_001350@domain.com,2024-01-08,DE,46-55,Bronze,Verified,Inactive,2025-01-07,7663.34,15683.42,23503.07,True,REF_196321
USR_319EB04D,email_001351@domain.com,2024-03-25,ES,36-45,Bronze,Pending,Suspended,2024-09-25,37567.45,14773.67,13627.78,False,REF_772995
USR_AF9E2615,email_001352@domain.com,2024-06-05,BE,26-35,Diamond,Verified,Inactive,2024-12-24,22480.06,3457.47,22785.61,False,REF_338442
USR_C6522262,email_001353@domain.com,2021-05-05,NL,65+,Diamond,Verified,Active,2021-06-02,32180.84,20918.63,11967.33,True,REF_329639
USR_FD05C40F,email_001354@domain.com,2024-04-02,DE,26-35,Diamond,Pending,Suspended,2024-07-30,19437.51,19029.92,9895.22,False,REF_616137
USR_FD39C08B,email_001355@domain.com,2020-02-18,BE,65+,Platinum,Rejected,Active,2021-01-25,2102.49,17690.06,5220.92,False,REF_107499
USR_05ADBA7E,email_001356@domain.com,2021-12-16,UK,56-65,Gold,Rejected,Inactive,2022-12-10,19919.36,4567.68,183.75,False,REF_378550
USR_DE4F2202,email_001357@domain.com,2023-02-13,JP,46-55,Silver,Verified,Suspended,2023-08-23,16790.84,9811.74,6508.55,True,REF_782059
USR_463D97EE,email_001358@domain.com,2021-08-07,US,46-55,Diamond,Rejected,Pending,2022-03-26,10309.04,3380.8,9686.3,True,REF_878896
USR_E54A1138,email_001359@domain.com,2024-11-25,FR,56-65,Gold,Rejected,Inactive,2025-03-10,44343.94,24535.81,9023.46,True,REF_779299
USR_A0530048,email_001360@domain.com,2023-07-06,SG,36-45,Silver,Rejected,Active,2023-10-31,15564.09,6492.71,4522.98,False,REF_316376
USR_37D853F5,email_001361@domain.com,2022-10-20,BE,36-45,Platinum,Pending,Inactive,2023-05-06,46048.87,14405.27,14918.51,True,REF_181447
USR_BF31E964,email_001362@domain.com,2023-06-16,US,18-25,Diamond,Verified,Active,2023-08-09,47344.68,27904.78,7586.16,False,REF_864147
USR_47B739DD,email_001363@domain.com,2023-03-09,UK,18-25,Gold,Verified,Inactive,2023-05-29,48549.92,22255.39,9320.52,False,REF_537766
USR_33568976,email_001364@domain.com,2023-08-31,IT,18-25,Bronze,Pending,Inactive,2023-09-11,13210.01,27903.77,22184.05,True,REF_226169
USR_3A119D3C,email_001365@domain.com,2023-07-27,CH,18-25,Platinum,Verified,Active,2024-07-10,5718.08,21744.27,11381.11,False,REF_383185
USR_6454FAC5,email_001366@domain.com,2020-02-16,SG,46-55,Bronze,Rejected,Inactive,2021-02-09,10852.23,11926.17,9435.63,True,REF_621586
USR_BEA836C7,email_001367@domain.com,2022-06-04,AU,26-35,Bronze,Rejected,Active,2023-01-28,32864.84,28782.87,21909.4,False,REF_853790
USR_09BA1D8F,email_001368@domain.com,2022-09-08,CH,36-45,Bronze,Rejected,Suspended,2022-12-20,48163.16,5642.09,17241.88,True,REF_781765
USR_1EA4DE30,email_001369@domain.com,2020-03-31,AU,56-65,Platinum,Verified,Active,2021-01-13,14397.2,2652.48,9182.43,False,REF_671044
USR_BC88F66B,email_001370@domain.com,2020-12-01,NL,36-45,Diamond,Rejected,Inactive,2021-06-10,16103.49,19179.43,10175.04,False,REF_490185
USR_E5A85314,email_001371@domain.com,2022-08-15,CH,36-45,Silver,Rejected,Pending,2023-02-08,33817.96,12234.77,24034.66,True,REF_731402
USR_D14CB448,email_001372@domain.com,2021-06-02,ES,36-45,Platinum,Pending,Inactive,2021-08-11,44498.07,10303.61,22957.47,True,REF_727879
USR_524E6ADB,email_001373@domain.com,2021-11-30,NL,65+,Silver,Rejected,Inactive,2022-09-02,48863.88,23768.33,20617.14,False,REF_185714
USR_AFF53406,email_001374@domain.com,2024-08-13,UK,56-65,Diamond,Verified,Active,2025-03-15,28815.68,7641.51,13761.21,True,REF_875643
USR_23DD2283,email_001375@domain.com,2021-04-09,BE,36-45,Platinum,Verified,Suspended,2022-03-25,36619.55,23907.39,13711.27,False,REF_648532
USR_8FBC0A88,email_001376@domain.com,2023-09-07,FR,56-65,Gold,Rejected,Pending,2024-03-26,34421.27,29638.52,5645.37,False,REF_263264
USR_D2AC8EEB,email_001377@domain.com,2024-09-04,CH,26-35,Bronze,Rejected,Active,2025-08-25,24810.63,27475.31,17373.43,False,REF_353580
USR_DF2BB0AD,email_001378@domain.com,2024-03-27,IT,26-35,Diamond,Rejected,Active,2024-10-20,47582.37,5730.2,405.5,False,REF_226956
USR_41376B0C,email_001379@domain.com,2021-02-28,CH,65+,Bronze,Verified,Suspended,2021-06-03,22684.71,3568.59,23621.87,False,REF_111081
USR_E0F902CF,email_001380@domain.com,2023-11-30,IT,36-45,Platinum,Pending,Inactive,2024-09-30,15258.95,18577.73,22988.89,True,REF_812106
USR_567726B9,email_001381@domain.com,2022-10-03,CA,36-45,Gold,Verified,Suspended,2022-10-19,35061.51,25835.25,9593.88,True,REF_543234
USR_614CA4D1,email_001382@domain.com,2023-11-11,SG,36-45,Platinum,Verified,Pending,2024-09-06,2029.71,14623.45,22646.89,False,REF_364405
USR_41F0129D,email_001383@domain.com,2023-01-18,UK,26-35,Bronze,Pending,Pending,2023-03-06,37477.71,7241.36,24600.01,True,REF_438556
USR_ED7BC1F4,email_001384@domain.com,2021-09-26,CH,65+,Platinum,Verified,Pending,2022-07-05,4838.19,20514.71,14835.73,True,REF_630888
USR_F50AAAFF,email_001385@domain.com,2022-06-29,JP,26-35,Platinum,Pending,Pending,2022-08-03,40085.25,16069.89,18108.27,False,REF_714110
USR_EE748FFE,email_001386@domain.com,2020-08-28,JP,46-55,Silver,Pending,Suspended,2021-08-20,42692.4,1194.49,15028.01,False,REF_215002
USR_FD83535E,email_001387@domain.com,2023-11-07,UK,26-35,Platinum,Pending,Inactive,2024-01-25,384.06,23272.2,20170.07,True,REF_909985
USR_67363042,email_001388@domain.com,2022-02-10,IT,26-35,Silver,Pending,Pending,2022-03-04,11513.75,13339.99,17519.5,True,REF_206470
USR_CA8B9A31,email_001389@domain.com,2020-12-02,DE,65+,Diamond,Rejected,Active,2021-02-11,21961.05,11000.27,17473.03,True,REF_842820
USR_B7ADB3BA,email_001390@domain.com,2022-12-11,ES,65+,Diamond,Verified,Pending,2023-12-01,23735.53,8367.07,13932.04,False,REF_170190
USR_DC687D25,email_001391@domain.com,2020-05-13,IT,65+,Gold,Pending,Pending,2020-06-26,25404.97,7296.96,23196.69,True,REF_226889
USR_38E36D3D,email_001392@domain.com,2020-02-19,UK,56-65,Silver,Rejected,Inactive,2020-05-11,22360.5,29895.61,9332.92,False,REF_601093
USR_65E50060,email_001393@domain.com,2020-05-16,DE,56-65,Platinum,Verified,Active,2021-04-17,11689.19,4421.62,3330.37,False,REF_111737
USR_749523E5,email_001394@domain.com,2022-01-31,JP,18-25,Bronze,Rejected,Suspended,2022-03-02,29320.09,265.72,22009.62,True,REF_435050
USR_AD649F96,email_001395@domain.com,2021-05-14,CH,26-35,Silver,Rejected,Pending,2022-01-14,23965.94,6423.67,4310.45,True,REF_253209
USR_4274A6AE,email_001396@domain.com,2023-09-28,JP,26-35,Bronze,Pending,Active,2023-12-02,28351.25,7412.03,18835.34,False,REF_336288
USR_8A0BC2C9,email_001397@domain.com,2024-08-22,AU,18-25,Platinum,Verified,Suspended,2025-01-03,39053.54,829.96,16791.4,False,REF_509758
USR_58E562FD,email_001398@domain.com,2022-07-10,FR,65+,Silver,Pending,Pending,2023-05-16,32337.44,22662.91,3932.13,False,REF_621282
USR_32A8CA6F,email_001399@domain.com,2024-05-02,AU,56-65,Bronze,Pending,Active,2024-06-09,28128.16,21134.23,19426.2,True,REF_487470
USR_FF92BA51,email_001400@domain.com,2021-07-22,IT,46-55,Gold,Pending,Suspended,2022-02-08,45974.41,25661.37,11747.8,False,REF_504848
USR_BBC3A72B,email_001401@domain.com,2024-03-31,SG,65+,Diamond,Rejected,Inactive,2025-03-18,23519.47,2729.63,12241.89,False,REF_658617
USR_FD95720E,email_001402@domain.com,2022-11-24,NL,18-25,Gold,Rejected,Suspended,2023-10-05,46714.63,26242.55,14860.85,True,REF_428258
USR_6601E636,email_001403@domain.com,2021-10-25,SG,26-35,Gold,Pending,Inactive,2022-02-24,41304.19,15530.15,10288.48,False,REF_726797
USR_7090E5F1,email_001404@domain.com,2022-05-18,NL,26-35,Diamond,Verified,Suspended,2023-04-25,9579.31,20579.39,17815.53,False,REF_314396
USR_D0FE906B,email_001405@domain.com,2024-06-22,SG,56-65,Silver,Verified,Suspended,2025-02-13,31965.91,6172.01,19748.63,False,REF_291971
USR_7D8F4E72,email_001406@domain.com,2023-08-19,ES,26-35,Platinum,Pending,Suspended,2024-04-29,46630.95,13772.38,8534.99,False,REF_735420
USR_E97C088A,email_001407@domain.com,2020-05-27,UK,46-55,Diamond,Pending,Active,2020-10-03,3420.67,24359.74,6370.27,False,REF_576851
USR_DF04CDCB,email_001408@domain.com,2023-02-01,IT,56-65,Diamond,Pending,Inactive,2023-11-26,13358.49,29447.33,15702.82,False,REF_724187
USR_76588E84,email_001409@domain.com,2020-08-09,AU,46-55,Gold,Verified,Inactive,2021-04-09,9137.13,10840.05,20032.49,True,REF_143027
USR_709F78C7,email_001410@domain.com,2024-10-01,IT,18-25,Diamond,Rejected,Suspended,2024-11-05,6458.36,2876.72,18575.58,False,REF_314845
USR_E345555E,email_001411@domain.com,2020-03-22,SG,18-25,Bronze,Verified,Suspended,2021-02-23,48844.13,21587.16,7104.7,True,REF_341684
USR_AC846DDD,email_001412@domain.com,2021-03-27,SG,56-65,Gold,Rejected,Suspended,2022-02-06,42054.32,4551.09,13842.76,False,REF_899383
USR_31C4719D,email_001413@domain.com,2021-03-26,CH,46-55,Silver,Rejected,Active,2021-06-21,47728.22,2735.33,18511.4,False,REF_948875
USR_34093EFB,email_001414@domain.com,2022-09-22,UK,26-35,Platinum,Verified,Inactive,2022-11-24,23029.38,4969.28,4338.58,True,REF_393046
USR_88087117,email_001415@domain.com,2020-08-07,FR,65+,Gold,Pending,Pending,2020-08-08,22363.64,6965.42,21182.06,False,REF_847031
USR_54901969,email_001416@domain.com,2022-06-28,DE,65+,Platinum,Rejected,Pending,2023-02-09,1249.03,22951.68,5128.22,False,REF_557861
USR_A00D5362,email_001417@domain.com,2024-06-05,ES,36-45,Bronze,Pending,Pending,2025-02-28,41927.13,18196.62,9324.03,True,REF_730145
USR_932EC28B,email_001418@domain.com,2024-09-10,NL,46-55,Silver,Pending,Inactive,2025-09-02,10974.63,10597.96,6853.54,False,REF_342111
USR_8B3C5D5A,email_001419@domain.com,2022-02-16,CA,18-25,Diamond,Verified,Active,2022-12-20,22667.07,24003.02,9721.75,False,REF_476984
USR_2E68922B,email_001420@domain.com,2022-02-19,CA,46-55,Platinum,Pending,Active,2022-03-01,21924.38,10446.9,6728.04,False,REF_601775
USR_F65CC5CE,email_001421@domain.com,2020-11-19,FR,56-65,Diamond,Rejected,Inactive,2021-02-13,42310.54,29374.84,9114.3,True,REF_194343
USR_4C6505C9,email_001422@domain.com,2023-12-19,UK,56-65,Diamond,Verified,Suspended,2024-03-09,4054.84,27960.3,11327.52,False,REF_248514
USR_B0D04060,email_001423@domain.com,2024-10-24,IT,26-35,Silver,Pending,Suspended,2025-06-04,8414.78,2003.37,21795.25,True,REF_700424
USR_908A7F5D,email_001424@domain.com,2023-09-02,IT,56-65,Platinum,Pending,Inactive,2023-12-01,11888.64,24231.86,4884.63,True,REF_170655
USR_1CC78334,email_001425@domain.com,2024-05-01,IT,26-35,Diamond,Verified,Pending,2024-06-21,27716.59,11067.92,4473.1,True,REF_357579
USR_AE44F198,email_001426@domain.com,2024-05-30,ES,26-35,Gold,Rejected,Active,2024-06-03,25095.56,26845.15,9845.14,True,REF_150692
USR_E1070D67,email_001427@domain.com,2022-08-18,DE,26-35,Diamond,Pending,Suspended,2022-11-05,23174.02,13648.32,17755.23,True,REF_269960
USR_4292260F,email_001428@domain.com,2023-08-03,CH,18-25,Bronze,Pending,Inactive,2024-06-08,128.61,13823.18,19970.95,False,REF_677047
USR_036A8A72,email_001429@domain.com,2023-01-13,JP,46-55,Diamond,Pending,Pending,2023-08-07,37606.4,15704.11,10191.96,False,REF_232372
USR_0FDA4418,email_001430@domain.com,2024-07-06,FR,18-25,Diamond,Pending,Suspended,2024-07-24,5865.26,27124.96,9564.31,False,REF_491772
USR_F6664E40,email_001431@domain.com,2020-02-18,CA,26-35,Bronze,Verified,Pending,2020-07-28,38776.1,22510.43,11248.51,True,REF_780600
USR_ED1F7543,email_001432@domain.com,2024-06-13,AU,26-35,Silver,Verified,Inactive,2024-11-14,45192.82,7587.6,9980.98,False,REF_489616
USR_F3DAF2DE,email_001433@domain.com,2021-02-23,DE,46-55,Bronze,Verified,Inactive,2021-10-18,44862.24,27682.4,7385.45,True,REF_467583
USR_6D63C853,email_001434@domain.com,2022-08-10,NL,46-55,Bronze,Rejected,Suspended,2023-02-23,17803.24,15376.85,11927.7,False,REF_171046
USR_D3FF6001,email_001435@domain.com,2021-12-22,FR,36-45,Diamond,Verified,Active,2022-06-09,49605.77,4378.17,17777.63,False,REF_162796
USR_94BBB03F,email_001436@domain.com,2020-02-20,FR,65+,Diamond,Pending,Active,2020-11-06,22473.1,10021.23,15323.15,False,REF_751975
USR_8AFCD72D,email_001437@domain.com,2021-10-30,ES,18-25,Diamond,Rejected,Active,2022-03-24,44188.3,22754.77,10835.2,True,REF_798687
USR_54E09B5F,email_001438@domain.com,2024-05-15,BE,65+,Diamond,Rejected,Active,2025-02-19,49932.36,4599.9,20617.82,False,REF_792706
USR_218839C1,email_001439@domain.com,2024-01-02,BE,65+,Gold,Verified,Inactive,2024-08-14,38129.23,5890.03,15421.86,False,REF_513557
USR_3560D964,email_001440@domain.com,2021-03-27,US,36-45,Bronze,Verified,Inactive,2021-04-17,20976.96,5809.93,19986.79,True,REF_547649
USR_5E924CCC,email_001441@domain.com,2023-01-25,IT,26-35,Bronze,Verified,Inactive,2023-11-11,42956.15,7965.23,12066.61,True,REF_329737
USR_5BB206B5,email_001442@domain.com,2022-08-17,NL,46-55,Bronze,Verified,Pending,2022-11-09,40603.32,10282.11,18198.05,False,REF_991912
USR_ED314BC3,email_001443@domain.com,2022-08-18,SG,56-65,Diamond,Rejected,Suspended,2022-12-28,31613.07,9795.99,3889.96,False,REF_945350
USR_AB048317,email_001444@domain.com,2023-05-01,FR,18-25,Platinum,Pending,Suspended,2023-09-03,16474.87,15265.05,12471.86,False,REF_153777
USR_5C44ABDC,email_001445@domain.com,2023-04-26,CH,36-45,Bronze,Verified,Inactive,2023-09-26,42239.96,6568.58,23904.42,False,REF_260702
USR_85BCB4D8,email_001446@domain.com,2020-07-20,JP,56-65,Gold,Pending,Pending,2021-07-12,21022.65,9936.39,2028.23,True,REF_753323
USR_906A6F0D,email_001447@domain.com,2022-09-12,UK,36-45,Bronze,Pending,Pending,2023-08-17,40771.54,4621.38,11829.35,True,REF_449999
USR_A5851363,email_001448@domain.com,2022-01-28,IT,26-35,Platinum,Pending,Pending,2022-03-29,29462.32,12159.53,21236.25,False,REF_355051
USR_5070B89D,email_001449@domain.com,2023-06-04,ES,26-35,Diamond,Pending,Pending,2023-08-27,42674.61,3019.79,2057.76,True,REF_257334
USR_4151DFAC,email_001450@domain.com,2023-01-11,CA,18-25,Silver,Verified,Active,2023-08-18,23613.29,980.54,7285.58,False,REF_811710
USR_C593CCEC,email_001451@domain.com,2023-11-05,ES,65+,Diamond,Verified,Active,2024-10-28,8344.56,9293.02,2499.28,True,REF_141433
USR_CFECD4B5,email_001452@domain.com,2023-06-12,FR,26-35,Platinum,Pending,Active,2023-06-12,13439.78,8742.85,20921.25,True,REF_972207
USR_CE0869F6,email_001453@domain.com,2023-06-08,DE,18-25,Platinum,Rejected,Suspended,2023-10-31,7953.96,23282.26,12872.29,False,REF_735944
USR_2212A1E2,email_001454@domain.com,2021-04-03,IT,18-25,Platinum,Pending,Inactive,2022-03-21,34775.95,24308.12,8968.8,False,REF_407917
USR_CDA60565,email_001455@domain.com,2023-08-31,AU,46-55,Silver,Pending,Suspended,2024-08-26,10606.31,13838.6,17580.87,True,REF_183312
USR_265F7811,email_001456@domain.com,2020-04-30,UK,26-35,Bronze,Pending,Inactive,2021-02-24,7551.41,2203.26,19259.17,False,REF_707408
USR_3AD2F87D,email_001457@domain.com,2021-05-04,AU,46-55,Bronze,Rejected,Suspended,2022-01-05,46878.07,6293.16,11830.71,True,REF_481901
USR_3E3D1854,email_001458@domain.com,2020-11-16,FR,36-45,Bronze,Verified,Active,2021-06-04,42071.96,24108.82,9738.98,False,REF_586019
USR_CA2E0A2A,email_001459@domain.com,2023-09-10,CH,65+,Gold,Pending,Inactive,2024-03-31,40807.48,22358.44,17684.61,False,REF_888019
USR_93AAD887,email_001460@domain.com,2023-03-06,DE,18-25,Silver,Pending,Pending,2024-02-27,4751.5,26265.63,8363.91,True,REF_247158
USR_BB53A6EE,email_001461@domain.com,2021-05-06,SG,46-55,Gold,Verified,Inactive,2022-01-23,20951.72,23125.8,15788.45,False,REF_939079
USR_F0D5CE9A,email_001462@domain.com,2023-06-13,ES,18-25,Bronze,Pending,Inactive,2023-12-20,10631.98,9975.54,16466.64,False,REF_656656
USR_9A46E6AF,email_001463@domain.com,2022-03-11,SG,56-65,Diamond,Verified,Pending,2022-12-06,38508.62,21938.13,985.63,False,REF_664964
USR_B74B75C0,email_001464@domain.com,2024-03-27,US,36-45,Gold,Verified,Pending,2024-11-15,29507.08,28952.57,1569.96,False,REF_586060
USR_293031E7,email_001465@domain.com,2023-05-31,FR,36-45,Diamond,Verified,Pending,2024-03-18,13308.56,26745.4,21304.12,True,REF_800901
USR_71FAC38E,email_001466@domain.com,2023-04-01,AU,36-45,Bronze,Rejected,Inactive,2023-08-09,2123.15,28560.26,11231.25,False,REF_102359
USR_60AC72FF,email_001467@domain.com,2022-05-30,UK,36-45,Diamond,Rejected,Pending,2022-06-23,915.54,26056.38,18318.75,False,REF_906250
USR_EED8A82D,email_001468@domain.com,2023-05-14,US,46-55,Diamond,Verified,Suspended,2024-04-17,39005.77,25657.02,23140.73,False,REF_687993
USR_4FED7149,email_001469@domain.com,2024-01-26,DE,56-65,Silver,Verified,Pending,2024-07-12,4075.88,19405.29,23664.46,True,REF_204291
USR_CA61C9BC,email_001470@domain.com,2020-09-22,DE,65+,Gold,Rejected,Suspended,2021-02-01,20837.22,27178.64,5102.33,True,REF_478986
USR_2CCDBDB2,email_001471@domain.com,2020-07-18,IT,56-65,Diamond,Rejected,Active,2020-12-12,3903.67,4667.06,3036.02,True,REF_351187
USR_C0430B74,email_001472@domain.com,2020-05-15,DE,18-25,Platinum,Pending,Active,2020-09-30,25073.11,25055.74,13364.8,True,REF_604618
USR_7EE28189,email_001473@domain.com,2023-09-30,IT,18-25,Gold,Verified,Suspended,2024-08-09,8902.29,24198.06,13632.61,False,REF_860548
USR_78D7327B,email_001474@domain.com,2020-02-07,CH,18-25,Bronze,Verified,Inactive,2020-12-20,17170.85,15662.6,17238.25,True,REF_601943
USR_FDF2B137,email_001475@domain.com,2024-03-30,ES,18-25,Gold,Pending,Pending,2025-02-16,5268.11,15372.59,20295.24,True,REF_275660
USR_080149B8,email_001476@domain.com,2021-01-24,NL,46-55,Diamond,Rejected,Active,2021-12-07,48809.25,22339.54,20862.78,False,REF_684536
USR_BA3CE5F1,email_001477@domain.com,2024-04-27,AU,36-45,Gold,Verified,Active,2024-12-17,1915.34,5642.42,14273.48,True,REF_796862
USR_7EF27859,email_001478@domain.com,2022-02-01,ES,46-55,Bronze,Pending,Pending,2022-12-30,4352.74,25290.67,14866.21,True,REF_721685
USR_9F4DF59E,email_001479@domain.com,2020-10-05,CA,56-65,Diamond,Rejected,Suspended,2021-06-04,6075.68,24324.88,19653.66,False,REF_357989
USR_28E1E4FA,email_001480@domain.com,2021-10-01,AU,36-45,Bronze,Verified,Active,2022-07-02,46958.53,19944.71,24960.08,False,REF_955316
USR_752E4F4E,email_001481@domain.com,2022-02-16,IT,36-45,Platinum,Verified,Suspended,2022-05-05,3848.07,9251.55,7495.5,True,REF_127417
USR_63D0F27F,email_001482@domain.com,2021-08-06,DE,65+,Bronze,Verified,Active,2022-01-20,18190.35,2854.72,6605.0,False,REF_433774
USR_D45B6A08,email_001483@domain.com,2020-09-10,SG,26-35,Diamond,Verified,Inactive,2020-12-12,2549.03,9344.66,19015.86,True,REF_951000
USR_0738C255,email_001484@domain.com,2023-12-30,SG,65+,Diamond,Pending,Suspended,2024-10-06,5111.74,12109.49,23269.68,False,REF_540581
USR_911960EB,email_001485@domain.com,2020-07-09,ES,36-45,Bronze,Verified,Active,2021-06-10,4806.32,28340.88,100.24,False,REF_144590
USR_66A71117,email_001486@domain.com,2022-08-18,AU,56-65,Bronze,Pending,Inactive,2023-02-18,29583.61,16835.71,19852.68,True,REF_450290
USR_6134693E,email_001487@domain.com,2020-12-10,NL,56-65,Bronze,Rejected,Active,2021-03-14,23568.75,21862.46,3166.54,True,REF_527725
USR_B272CE78,email_001488@domain.com,2020-01-11,JP,36-45,Diamond,Rejected,Inactive,2020-12-24,24683.38,7137.35,10743.08,False,REF_301821
USR_340B97F3,email_001489@domain.com,2024-08-16,IT,36-45,Silver,Pending,Pending,2025-05-13,45546.24,8629.88,6225.77,True,REF_841242
USR_DE58032D,email_001490@domain.com,2022-05-10,NL,56-65,Platinum,Verified,Active,2022-09-17,20336.69,5734.95,6323.41,True,REF_704625
USR_D19D41AD,email_001491@domain.com,2021-01-12,SG,18-25,Silver,Verified,Active,2021-12-06,11619.7,7499.88,1164.11,True,REF_817297
USR_5AC958FD,email_001492@domain.com,2022-03-19,FR,36-45,Bronze,Rejected,Active,2022-05-26,32627.46,21517.1,20749.27,True,REF_533435
USR_6BF6E917,email_001493@domain.com,2020-08-07,FR,46-55,Silver,Verified,Active,2021-01-28,43453.18,9753.35,10278.17,False,REF_564950
USR_BC79D091,email_001494@domain.com,2023-09-20,NL,26-35,Silver,Pending,Suspended,2024-01-01,9481.23,19975.71,23669.13,True,REF_613711
USR_53E3E935,email_001495@domain.com,2022-09-28,AU,18-25,Gold,Verified,Pending,2023-02-15,23232.77,1842.14,22223.42,True,REF_884674
USR_59EE01B6,email_001496@domain.com,2022-07-28,IT,26-35,Platinum,Verified,Suspended,2023-04-22,7120.82,8379.84,10653.81,True,REF_596221
USR_DE907019,email_001497@domain.com,2024-05-28,UK,56-65,Platinum,Pending,Suspended,2025-02-23,32248.08,13480.29,17210.77,False,REF_980245
USR_ECD63818,email_001498@domain.com,2022-09-03,IT,26-35,Platinum,Verified,Pending,2023-03-21,45249.85,514.37,5860.52,False,REF_503263
USR_419CC157,email_001499@domain.com,2021-03-24,JP,65+,Silver,Verified,Suspended,2021-12-31,36090.01,15660.85,17247.7,False,REF_790271
USR_E3984F2B,email_001500@domain.com,2022-11-23,BE,46-55,Bronze,Verified,Active,2023-04-30,12137.17,8484.4,20242.75,True,REF_758001
USR_5D42FC2D,email_001501@domain.com,2022-10-14,US,26-35,Bronze,Pending,Pending,2023-07-11,28440.76,43.82,4835.48,True,REF_868206
USR_204AEEF7,email_001502@domain.com,2021-09-19,IT,65+,Gold,Rejected,Inactive,2022-04-24,31479.47,20095.09,24016.35,False,REF_200757
USR_BDF2EE0A,email_001503@domain.com,2022-02-17,SG,26-35,Silver,Pending,Active,2022-10-16,42904.04,10706.42,18973.16,False,REF_617105
USR_1D403F29,email_001504@domain.com,2021-04-11,JP,18-25,Bronze,Verified,Inactive,2021-11-17,11642.09,25996.55,5123.98,False,REF_660967
USR_D9FA2400,email_001505@domain.com,2024-02-21,UK,65+,Diamond,Pending,Inactive,2024-03-29,11114.53,6436.01,9271.92,True,REF_368914
USR_F43ED6A7,email_001506@domain.com,2020-01-24,AU,18-25,Gold,Rejected,Pending,2020-11-19,44665.83,2804.49,23089.18,True,REF_198052
USR_2210829A,email_001507@domain.com,2024-07-07,CH,56-65,Diamond,Rejected,Inactive,2024-11-12,2304.11,20669.9,13526.88,True,REF_982950
USR_87485A8F,email_001508@domain.com,2022-09-29,CH,46-55,Gold,Verified,Active,2023-01-17,25234.65,6879.88,14391.87,True,REF_547852
USR_277564CA,email_001509@domain.com,2023-11-27,ES,46-55,Diamond,Rejected,Inactive,2024-05-23,1442.28,2925.34,15680.16,True,REF_799713
USR_2B814D42,email_001510@domain.com,2021-07-17,DE,26-35,Silver,Rejected,Active,2021-10-23,36648.77,5875.68,5226.77,True,REF_409329
USR_974C7630,email_001511@domain.com,2022-08-01,NL,46-55,Silver,Rejected,Inactive,2022-09-01,1671.4,21772.32,18101.55,False,REF_757594
USR_CA98EEF2,email_001512@domain.com,2024-03-29,NL,46-55,Silver,Rejected,Active,2024-08-29,41697.62,4772.07,9452.15,True,REF_492729
USR_F6D919E6,email_001513@domain.com,2020-03-12,DE,65+,Platinum,Verified,Active,2020-12-09,38244.44,6353.56,3843.49,True,REF_555730
USR_057EA7FB,email_001514@domain.com,2021-04-14,DE,36-45,Diamond,Rejected,Suspended,2022-04-07,44330.77,4721.91,24930.44,True,REF_570872
USR_C95957F5,email_001515@domain.com,2022-05-20,SG,46-55,Gold,Pending,Suspended,2022-08-16,30353.44,27786.39,19957.55,True,REF_305803
USR_453AA862,email_001516@domain.com,2022-04-11,AU,56-65,Platinum,Verified,Active,2022-09-09,39850.43,3803.37,1344.8,True,REF_687270
USR_FC5D44A9,email_001517@domain.com,2022-09-08,NL,56-65,Silver,Verified,Inactive,2023-03-29,26997.37,6954.01,3160.68,True,REF_633112
USR_4CFD3DEE,email_001518@domain.com,2024-10-23,JP,18-25,Silver,Rejected,Active,2025-08-29,17021.69,16126.99,6491.46,False,REF_675571
USR_1D896648,email_001519@domain.com,2020-10-05,US,46-55,Platinum,Verified,Inactive,2021-01-04,40163.22,6615.23,15906.23,True,REF_755192
USR_547147F9,email_001520@domain.com,2022-06-24,AU,65+,Diamond,Verified,Suspended,2022-07-30,23098.87,20440.17,24818.8,False,REF_131415
USR_1AC473E2,email_001521@domain.com,2020-03-08,CH,18-25,Bronze,Rejected,Active,2020-03-13,4273.33,4947.72,18554.95,True,REF_186646
USR_CE9397EB,email_001522@domain.com,2023-11-09,CA,18-25,Platinum,Rejected,Suspended,2024-02-14,2956.65,18925.38,24216.09,True,REF_854162
USR_7CC91CEC,email_001523@domain.com,2020-11-02,ES,46-55,Bronze,Rejected,Suspended,2021-05-01,37651.21,7824.12,2126.01,True,REF_729510
USR_3CB96B55,email_001524@domain.com,2023-09-30,JP,46-55,Gold,Pending,Active,2024-07-21,7613.8,24730.71,7224.43,True,REF_429372
USR_572AED39,email_001525@domain.com,2022-02-16,US,56-65,Platinum,Pending,Active,2022-10-14,2302.91,1465.59,16550.93,True,REF_496252
USR_D77E7AA9,email_001526@domain.com,2021-12-08,ES,18-25,Gold,Rejected,Suspended,2022-10-29,26548.76,12155.5,14075.04,True,REF_533032
USR_31F120EC,email_001527@domain.com,2020-11-01,JP,26-35,Gold,Pending,Active,2021-03-18,18373.91,24647.35,19628.5,False,REF_865040
USR_3F801087,email_001528@domain.com,2020-03-26,BE,18-25,Platinum,Verified,Pending,2021-01-02,10475.03,12305.5,21400.64,False,REF_748115
USR_03CE08AF,email_001529@domain.com,2021-12-28,CH,56-65,Diamond,Verified,Inactive,2022-01-05,3319.27,8034.32,1174.67,True,REF_510702
USR_D408B812,email_001530@domain.com,2021-06-01,UK,56-65,Diamond,Rejected,Active,2022-02-26,13154.23,21998.55,24053.8,True,REF_674071
